member_name,top_keywords
μπρατακος ιωαννη αγγελος,"βυζαντιν, μυστρ, στεκομα, σπαρτ, λογιστηρι, εξωτερικ, πνευμ, ζυμωθ, ουνεσκ, διοργανωνοντα, συνοδευθ, εκπληρωθ, μους, πινακοθηκ, μεταβυζαντιν, συναλλαγματ, τοιαυτ, δεχοτ, σταματα, φεστιβαλ"
μυλωνακης αντωνιου αντωνιος,"εαβ, αεροσκαφ, αντικαταστησουμ, υποστεγ, στεγ, τεχνιτ, 16, δομικ, ξεκινησουμ, επρεπ, ερωτω, δουλευ, νερ, stealth, βρεχ, καλωδιως, καταστρεψαμ, κρεμασουμ, συνετιστειτ, χειμωνιατικ"
μωραιτης επαμεινωνδα νικολαος,"παραγωγ, ζημι, ελγ, αγροτ, φυτικ, θερμοκηπι, χρηματ, τεραστι, κρεμοντα, ζητημ, φτωχομεσαι, κηπευτικ, υποστ, πλαστικ, αποτελεσμ, πραγματι, κεντρικ, ζωικ, κεφαλαι, καταστροφ"
μωραιτης παναγιωτη γεωργιος,"1990, επικυρωθης, ιανουαρι, 12ης, 11ης, καλλ, εισηγηθ, ομοφωνως, συμφωνειτ, διατυπ, διορθως, λυσουμ, διατυπως, διαρκ, εκθες"
μωραιτης χρηστου αθανασιος (θανος),"λυς, πολεοδομικ, πολιτ, αυθαιρεσι, πολιτει, δομης, δυσκολ, προβλημ, ρυθμις, περιβαλλοντικ, αυθαιρετ, λογικ, επανελεγχ, συγκυρι, βλαβ, αποφας, οικοδομικ, εντιμ, διαστημ, περηφαν"
νακος σταυρου αθανασιος,"θης, αυτοδιοικης, οικισμ, 42, τοπικ, δημαρχ, παρακρατης, τσιγγαν, συμβασιουχ, τολμης, εμπειρι, δανει, δημ, εξυγιανς, μοριοδοτης, εργ, ακομη, λαμβανοντ, τζερεμεδ, κριτηρι"
νασιωκας παναγιωτη εκτορας,"υγει, νοσοκομει, γιατρ, ρυθμις, παρατας, υψηλ, σημαντικ, λαρις, εικοσιτετραωρ, συστημ, εφημερι, αρρωστης, υπαλληλ, εφαρμοζετα, 2007, νοσηλευτ, ανεργι, νοσοκομ, μαρτ, πληρως"
νεραντζης δημητριου αναστασιος,"προδικαστικ, εκθες, εισηγητικ, ακριβακ, παρατηρης, κουβελακ, συνυποψηφι, αριστ, ασεπ, διεξαγωγ, ισχυρισμ, θεματ, αρχ, υιοθεσι, δικαστ, κωδικ, δευτερολογι, βαθμολογι, χαλβατζ, νομικ"
νεστωρ ιγνατιου στυλιανος,"κοσκωτ, παπανδρε, επιστολ, ανακρις, ενδειξ, λουβαρ, παραδεχετα, ανακριτ, 87, απεκαλυφθ, προανακρις, παλλην, χαλικι, αποχρως, πετς, τραπεζ, 88, σημειωμ, ανταλλαγ, μηνυματ"
νικητιαδης νικολαου γεωργιος,"cosco, αστερ, τετραστερ, κατοικι, τουριστικ, επισκεπτ, κινεζ, ισπανι, ιταλι, συμβας, σημαιν, τεσσαρ, εποχικοτητ, πενταστερ, τουρισμ, καταφερουμ, στοχ, εκατον, επενδυτ, γκολφ"
νικολαιδου αρισταρχου βαρβαρα (βερα),"κατεθες, 2009, ευβοι, αναφορ, γεωργι, απαντης, ιωανν, μιχαηλ, λαρις, ζητ, μαθητ, μεταναστ, ερευν, συνοδ, μαθητρι, ξεναγηθηκ, δημοτικ, καλωσοριζ, ιεροδιδασκαλ, παραδεις"
νικολαος θεμελης,"αυτοκινητ, κρατικ, προεδρι, κυκλοφορ, επιδομ, οδηγ, 157000, 5500, απεσπ, οδδ, αποτολμησω, εφεδρικ, νεφ, περιορισω, εισηγηθω, τουναντι, αποσπωντα, δασκαλακ, πενταγων, σκεφτομα"
νικολαος κωνσταντοπουλος,"ρυθμις, ομοφωνι, υποσχες, διαρκ, τελους, συμφωνητικ, ανειλημ, αναφερετα, εσωτερικ, τσοχατζοπουλ, δεδ, υλοποιουμ, εκτακτ, διατυπωθηκ, θεματ, κατατιθετα, διατυπ, λυν, πολιτει, επιφυλαξ"
νικολαος μπιστης,"πλανιετα, καπριτσι, αποδεχομα, αλιμονο, θετετ, κατανοω, ημ, προωθης, ακουστηκ, απαντησω, εξηγης, υποχρε, δωσω, προηγουμενως, προχωρης, πληρως, ορις, προκειτα, επ, προσωπικ"
νικολοπουλος ιωαννου νικολαος,"παπαντωνι, ραικ, μητσοτακ, υποθες, ειδικ, αρχιερ, λιακουνακ, ανοχ, ασφαλως, ιδιοποιης, σημιτ, κυριακ, κλεμ, σαν, θες, καθαριοτητ, προκαταρκτικ, αιμ, εξετας, μηπως"
νιωτης δημητριου γρηγοριος,"11, 2009, λπ, μαυρικ, 10, σχετικ, κομμουνιστικ, μιχαηλ, κεφαλογιανν, κριτσωτακ, ριζοσπαστικ, κυκλ, νε, εμπειρογνωμον, ναυτιλι, γεωργι, 2010, μαθης, ανταγωνιστικοτητ, συναγερμ"
ντινοπουλος βασιλειου αργυρης,"εμιρηδ, εκτας, εχας, συμφεροντ, καταρ, φαντασι, βραδ, επισκεψ, απαλλοτριωθηκ, απαλλοτριωνετα, γκρεμισατ, παρκαδορ, σαββατοβραδ, μηδαμιν, μπουλντοζ, προετοιμαζετ, προλαβαινετ, προσφυγ, παραχωρειτα, παρκινγκ"
ντολιος πασχαλη γεωργιος,"αυτοδιοικης, τοπικ, συμβασιουχ, κωδικ, περιφερει, 3812, δημ, υπαλληλ, εμπνευς, δωσαμ, αγρογ, ξαναπαν, υπερεπαρκει, πολυγυρ, κοντ, αγροτικ, νησι, θριαμβευτικ, μπλοκακι, νομοθετησαμ"
ξανθοπουλος σαββα θεοφιλος,"εικον, στερεωμ, τσαλακωθηκ, συγκροτ, διεθν, στρατηγικ, επιλεγ, αξιακ, κοινωνι, αντιλαμβανομαστ, υγει, βι, συριζα, διεθνως, πλαισι, ανω, βελτιως, απεναντι, συγκυρι, δεικτ"
ξανθος γεωργιου ανδρεας,"γιατρ, υγει, προσθετουμ, συστημ, δημοσι, φαρμακ, περιθαλψ, εμβολι, κλινικ, νοσοκομει, φροντιδ, οντως, εκκρεμοτητ, πανεπιστημιακ, υγειονομικ, κεντρ, ανθυγιειν, μοναδ, κινητρ, νοσηλει"
ξαρχας λαζαρου αθανασιος,"σοφτεξ, χαρτοβιομηχανι, πυρκαγι, χαρτ, τσοβολ, παπαδοπουλ, ντελικ, αποδεχ, υπ, ποττακ, αγορ, ξεσπας, 1993, αριθ, βιομηχανι, ερωτηματ, συζητηθ, ξεν, αντιπαλ, πρωτοκολλ"
ξενογιαννακοπουλου διονυσιου μαρια-ελιζα (μαριλιζα),"ακριβει, κυριολεκτικ, υπερχρεως, αγορ, βλεπουμ, ασυδοσι, εφημερι, πραγματικοτητ, νοσοκομ, κατασχες, εκρηξ, ακουμ, οικονομικ, εποπτει, μετρ, χαρακτηριστικ, πολιτ, κρις, ελλην, νοικοκυρι"
ξηροτυρη-αικατεριναρη γεωργιου ασημινα,"θεματ, ρυθμις, δημοσι, εργ, προβληματ, οργαν, περιφερειακ, σιγ, διαδικασι, κοκκιν, τεραστι, ραδιοτηλεοπτικ, θεσσαλονικ, πορ, κοινωνικ, αποτελεσματικοτητ, λπ, συχνοτητ, τραπεζ, παροχ"
ξουλιδου ιωαννη σταυρουλα,"ομμ, οργανισμ, μουσικ, μεγαρ, δημοσι, οικονομικ, σχολικ, κεν, εκπαιδευτικ, επιλεκτικ, νομισμ, διδακτικ, χρηματικ, συγκυβερνης, ασφαλιστικ, αθλητισμ, ελληνικ, επιχορηγης, συναλλαγμ, αποδεικτικ"
ξυδακης γαλατη νικολαος,"επανοδ, επικροτησω, νεοφασιστικ, υμνητ, υπομνης, επταετι, στερεως, δυστυχως, 21ης, αρνητ, εξαρω, φρονημ, κληρονομ, φασισμ, επικροτ, επετει, μελαν, συμπληρωσω, πολιτ, θυμηθουμ"
ξυνιδης γεωργιου σωκρατης,"εομμεχ, μικρομεσαι, οργανισμ, επιχειρης, ακινητ, τεχνογνωσι, συγκλις, συγκυρι, διεκπεραιωτ, οριοθετησατ, ταπητουργι, 800000, εντοπισω, εξορθολογιστ, εκχωρουντα, μπορεσουμ, αποπροσανατολιστ, διαφυλαχθ, στιγμην, περιουσι"
οθωνας οθωνα εμμανουηλ,"συνεργασι, φορμ, δια, τρομοκρατι, συνδρομ, κακλαμαν, συμφωνι, συνδες, καταστησω, συναπτετ, αστυνομικ, εμπλουτιστ, ουσιαστικ, εκδηλωνοντα, κυρων, ολω, διεξηχθ, παραλλαγ, θεματ, δυνητικ"
οικονομιδης θεοδοσιου παναγιωτης,"ξενι, λευκαδ, αγροτικ, τραπεζ, ξενοδοχει, υπαλληλ, αντιφας, εργαζ, μετακινης, αναφερ, fax, πογκρομ, ενεργ, παραχωρης, πληροφορι, γιανναρ, θελαμ, διευκολυνθ, ηρεμι, λειτουργι"
οικονομου αθανασιου βασιλειος,"προτεινουμ, ωρομισθι, βιομηχανι, ναυπηγοεπισκευαστικ, αμυν, ανασυγκροτης, κατασκευαστικ, κοβ, επιγραμματικ, 3187, μικρομεσαι, σκυλι, αμυντικ, επιχειρης, παιξ, μηπως, κατσουμ, νυξ, ανεκμεταλλευτ, αντανακλαστικ"
οικονομου σπυριδωνα παντελης,"εκπαιδευτικ, αλλαξ, εκπαιδευς, πολεμησατ, αρες, χασατ, πειρασμ, δυσπιστι, σχολει, μεταρρυθμις, περιστας, λυκει, παιδι, αναγκαιοτητ, εξυπηρετ, αναγκ, αντισταθηκατ, ασοφ, εξακολουθησην, εξαμαρτε"
ορφανος δημητριου γεωργιος,"εταιρικ, φαρισαισμ, αθλητισμ, 10, αυξης, παιχνιδι, φανερ, μηχανικ, 2005, διγλωσσι, χρης, εργαζ, διατιθεντα, υποσχεθ, εικον, εισπραττ, στοχ, δυναμικ, καταγγελλ, εταιρει"
ουζουνιδης δημητριου μαρινος,"δουλει, ορεστιαδ, τελωνει, σαπι, σωρ, πηγαινετ, αντεχ, εβρ, ανθρωπ, δρομ, καντ, μιλαω, πλοι, δουλευ, φτας, εκδιδατ, επιβεβαιωθειτ, ζητηστ, κυκλοφορω, μαγαζατορ"
παγκαλος γεωργιου θεοδωρος,"πικπ, ευρωπ, προοδ, παιδι, δικαι, ευρωπαικ, ιδρυματ, ανθρωποτητ, εθελοντικ, στραφηκαμ, καπηλει, αποτελ, συνεχ, ενοποιης, δικαιοδοτικ, αρχ, πραγματικοτητ, επιθυμους, απολυς, υπερεθνικ"
παλαιοθοδωρος αναστασιου δημητριος,"συγχωρειστ, απειρι, ξεναγης, σεμιναρι, ζητησω, αισθανομα, υποδοχ, προεδρει, ενημερως, σαν, δυνατ, λειτουργι, αναγκ, νε"
