member_name,top_keywords
μητροπουλος παναγιωτη αλεξιος,"we, best, the, you, παρευρεθ, δανι, χατζηδημητρι, ολλανδι, επιστολ, συνεχιστ, τασουλ, παππ, κεφαλογιανν, ναυτικ, ιωανν, νικολα, ονομαστικ, κωνσταντιν, ψηφιζ, 24"
μητσοτακης κυριακου κωνσταντινος,"πολιτικ, ευθυν, πασοκ, συνεπει, σημιτ, δημοσι, ελαιων, πρωτ, μεταταξ, δαμανακ, μετακλητ, αξιολογης, κρατ, επαρχιακ, ορις, υπουργικ, τελικ, χρ, επεμβας, λυς"
μητσοτακης κωνσταντινου κυριακος,"τσιπρ, αυτοκινητ, αναθεωρης, αποσυρς, διαδικασι, πολιτικ, ιδι, σχετικ, πιο, χωρ, προιστα, μακεδονικ, οργανισμ, συμφωνι, μεταβατικ, συνταγματικ, προτας, συνταγμ, τροπ, αναθεωρητικ"
μισαηλιδης σταματιου γεωργιος,"ερωτωντ, συμπεριφορ, επισκεψ, εισθ, 6296, aντιπολιτεύσεως, bουλευτάς, bουλευτής, kυβερνήσεως, προσκαλες, σκαι, υποδειξετ, χρηματις, προεδρει, διατυπωνω, παραπονειτα, τηλεφωνης, 10ετία, τυχ, ενθυμουμα"
μιχαηλ καλογηρος,"κωδικ, νομοτεχνικ, ποινικ, μεταρρυθμις, δικονομι, εκτελεστηκ, δικηγορικ, πειθαρχικ, βελτιως, προβλεφθ, ος, δικαιοσυν, απαραιτητ, συλλογ, οδηγηθουμ, αντιλαμβανομαστ, επανελθω, συγκεκρι, υπουργικ, εκκρεμ"
μιχαηλ χρυσοχοιδης,"ψυχραιμ, ακουστ"
μιχαηλ-κωνσταντινος σταθοπουλος,"ορκ, διαρρε, υποληψ, συχν, ανακριτικ, υλικ, μαρκογιαννακ, παρουσιαζοντα, θρησκευτικ, ενοχ, περιεργ, επιλεγ, ατεκμηριωτ, αφων, διασυροντα, ενεχυραστ, σπιλων, σπιλωνοντα, τυμπανοκρουσι, υποθηκοφυλακει"
μιχαηλιδης φραγκουλη ανδρεας,"παραθεσατ, σωματει, ερασιτεχνικ, ποδοσφαιρικ, ζωνταν, αθλητισμ, προαναφεραμ, διορθωσατ, κυκεων, φυτοζω, εγκαταλειφθ, ποδοσφαιρ, αγωνιωδ, παραδρομ, ελπιδοφορ, αθλητ, απομακρυνς, ανας, εμπρακτ, εξαρτης"
μιχαλολιακος γεωργιου νικολαος,"ψευτ, τελειωνετ"
μιχαλολιακος ιωαννη βασιλειος,"προνοι, 550, αυτοσκοπ, βρεφονηπιακ, πορ, πτως, σπαταλ, εκατ, ιδεολογικ, ανακαλυψαμ, επισκεφθουμ, ασφαλως, οικονομι, αφαιρουμ, συνθηματολογικ, αποδειξ, σταθμ, ευπορ, φτιαχναμ, υστερημ"
μιχελογιαννακης δημητριου ιωαννης,"επιστρατευετ, δεκατρι, φταν, αποθηκευτρ, κοβω, αοζ, ελαττως, ενεργει, μπονους, πετρελαι, διασπαρτ, ανταγωνιστικοτητ, αποθηκευς, ασφαλως, αποθεματ, κερδοσκοπικ, λαθρεμπορι, 30, μιλους, παραγωγικοτητ"
μιχος σπυριδωνος λαμπρος,"διαμον, υπηκο, βιομετρικ, δελτι, δεδ, αναγκαι, αποκεντρ, τριτ, εκδος, χωρ, εξυπηρετης, ρυθμις, διοικης, ιθαγενει, σχετιζετα, χρονολογι, μητροπολιτικ, αρμοδιοτητ, αυτοτελ, καλλικρατ"
μιχου κωνσταντινου μαρια,"πανεπιστημι, σημαντικ, συμβας, αμυντικ, τριτοβαθμι, διαφανει, αμυν, εκπαιδευς, εως, κατεριν, πρωτοποριακ, δυνατοτητ, προμηθ, πρωτ, ιδι, εγγυης, ελληνικ, ερευνητικ, εθνικ, ενισχυς"
μολυβιατης γεωργιου πετρος,ξεκαθαρις
μοσιαλος αρχοντη ηλιας,εξαντλησω
μουζαλας ευστρατιου ιωαννης,"ξεμπερδεματ, εξηγησετ, κακ, μπορειτ"
μουλκιωτης βασιλειου γεωργιος,"ποντ, συμπατριωτ, ηπειρ, συνταξ, 2016, κοινωνικ, βορει, ελλαδ, μονιμ, 4387, διαμεν, εθνικ, προβλεπετα, γνωριζετ, αντιμετωπιζετ, διαμον, ανεπιτρεπτ, παρεμειν, δεκατ, δυς"
μουλοπουλος διονυσιου βασιλειος,"νομοθετης, κοινωνικ, μονομελ, απονομ, διαδικασι, επιμελητ, αρχ, κρατ, δικαι, ποιν, ποινικ, πολιτικ, υποθες, ανταγωνιστικοτητ, ρυθμις, θετικ, δικαστικ, δικαιοσυν, κωδικοποιης, φιλοσοφι"
μουσουρουλης δημητριου κωνσταντινος,"εσπα, γραμματει, καταθετω, μηνυματ, επενδυς, υδρογονανθρακ, συμβας, μιλησατ, αναπτυξιακ, εργ, ευρωπαικ, απορροφης, δρομολογης, βευ, επενδυτ, ψευδ, αναπτυξ, ρευστοτητ, παραδωσαμ, οικονομι"
μουσταφα μεμετ μουσταφα,"μελαν, ζω, καθημεριν, θυματ, νομιζουμ, ευαισθητοποιησουμ, θρηνουμ, ισοπεδ, κοστολογειτα, ξεχνιετα, δικτυ, ανισοπεδ, εξοικονομησουμ, ασφαλτ, πεζ, διελευς, υπεραστικ, ανθρωπιν, κοντιν, αιμορραγι"
μουτσινας ιωαννη παρισης (παρις),"στουρναρ, φορολογικ, κοινωνι, παραοικονομι, ανθρωπιν, θλιβ, εγκλημ, κοινωνικ, συγχρον, επιβιως, φορολογι, αισιοδοξι, οη, μεταρρυθμιστικ, αρ, χωρ, πολιτικ, δημογραφικ, ζητησω, λαθρεμπορι"
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),"αναδιατυπως, καρατζαφερ, κοινωνικοτητ, περιοδει, πολιτισμ, τον, καθετα, βιως, μπεν, συνταγματ, ουσι, δουμ, λεξ, μειοψηφι, πιστευετ, αναθες, δημοκρατι, δημιουργειτα, γαμμα, εκλαμβανετ"
μπαλαουρας δημητριου γερασιμος,"ανακαλες, απαιτης, ομαδ"
μπαλαφας περικλη ιωαννης,"συντυχακ, τζαβαρ, ενημερωθηκ, μαθητρι, ξεναγηθηκ, αναγνως, καλωσοριζ, θεωρει, λυκει, ανακοινωσω, μιλης, συνοδ, κτηρι, μιλαω, βενιζελ, κερασοχωρι, τζερμιαδ, τοn, τωναναφορωνπαρακαλειτα, δυτικ"
μπαλτας ελευθεριου αλεξανδρος,"υποπεριπτως, εδαφι, δολαρι, ισοζυγι, προστιθετα, εμπορικ, κερδοφορ, λεξ, εξαγωγ, 1989, αντικαθιστατα, 3α, κεφαλαιοποιης, οικονομικ, ελλειμμ, δεκαμην, οπ, ιδι, ακριτιδ, 350"
μπαλωμενακης δημητριου αντωνης,"κατηγορειτ, ακουσετ, αρες, προσεκτικ, επαναλαβω, ακουστ, διατυπως, δειτ, πραγματικοτητ, χρειαζετα"
μπανιας βασιλειου ιωαννης,"επαναλαβ, μεταφρας, διαβεβαιων, αγγλικ, διαβαστ, κιολας, διαβεβαιως, στοιχειωδ, ακουμ, χρησιμοποιης, κλπ, ξανα, ξερ, σαφ, απλως, ζητης, δυνατοτητ, αρχ, ελλαδ"
μπαντουβας ιωαννη κωνσταντινος,"καρατομης, ης, σωματ, ασφαλει, αποστρατ, πολιτικ, εκδηλ, πασοκ, περγαμην, αντιστρατηγ, λαιμητομ, κομματικ, εγγ, αστυνομι, ματ, αξιοκρατικ, κλιμακι, κριτηρι, περν, πληρως"
μπαντουβας κωνσταντινου κωνσταντινος,"αλλοιμον, βολτ, ουα, φιμως, δριβελεγκ, ασπρ, προβοκατορ, αιγυπτ, τουρκι, μπορεσω, ξενοδοχει, επεισοδι, δεχθηκ, εισπραττ, λπ, μαυρ, προσπαθ, επιθες, συνεχει, λυπαμα"
μπαξεβανακης σολωνα δημητριος,"προβλεψουμ, ρητ, συμφωνουμ, επ"
μπαργιωτας αθανασιου κωνσταντινος,"προηγου, ιδι, δανει, επικοινωνιακ, περιξ, παιζουμ, λυς, εξεταστικ, πολιτικ, θελ, αδιεξοδ, αντιφρονουντ, στριμωχν, ταγκ, εκτος, κοκκιν, χωρ, μαζικ, φαινετα, απαρεγκλιτως"
μπαρκας θεοφανη κωνσταντινος,"αναπτυξιακ, αγροδιατροφ, πρεβεζ, χαρακτηριστικ, υφες, γιατρ, ανοιγ, υγει, κατηγορι, βαλαμ, παργ, σαλι, ταξικ, επιχειρης, ακουμπα, εντασσετ, νης, περιοχ, υπερασπιστουμ, τρικομματικ"
μπαρτζωκας στεργιου αναστασιος,"μελισσοκομ, αγροτικ, εργοσημ, ζητημ, εργασι, τεσσεραμις, παραγωγικ, ζητηματ, κρις, αφυπνις, προσφεροντα, πρωτογεν, ελληνοποιης, υγειονομικ, παραγωγ, πανδημι, συνεισφορ, υποβαθμιζ, ρυθμιστ, καταφεραμ"
μπασιακος αθανασιου ευαγγελος,"αγροτ, παραγωγ, βαμβακ, ρυθμις, βαμβακοκαλλιεργητ, μετρ, καλλιεργει, κανονισμ, αγροτικ, ιδι, ποσοτητ, τον, εκτας, καλλιεργ, προιοντ, τελικως, μειως, ακινητ, εισοδημ, βαμβακοκαλλιεργει"
μπατζελη γεωργιου αικατερινη,"νιγηρι, 300, 30, συμβας"
μπγιαλας αθανασιου χρηστος,"συναδελφισς, φοροδιαφυγ, ακαθαριστ, πλαστικ, εγχωρι, αποταμιευετα, λαβυρινθ, μνημονι, επενδυς, μπερδευετ, φορολογικ, προχωρηστ, αναπτυξ, εισοδημ, καταναλως, αποδειξ, διαπραγματευς, βασιζετα, συγχαρητηρι, θερμ"
μπεγλιτης ανδρεα παναγιωτης,"αμυντικ, προιοντ, βιομηχανι, οχηματ, αναθες, 296, ενως, αναθεσουμ, πολιτικ, μειοδοτικ, ευρωπαικ, ελβ, χρης, 81, παραγγελι, εταιρικ, διευρυνουμ, ολοκληρωνουμ, πνο, τηρουμ"
μπεζας εμμανουηλ αντωνιος,"εργ, μαθηματικ, αναθες, εμπορευματικ, τυπ, δημοσι, σιδηροδρομικ, ελεγχ, εκπτως, επιχορηγης, συστημ, αποφας, αναπτυξιακ, πορ, μελετ, νομαρχιακ, γνωμοδοτ, φαιν, υπηρεσι, συμβουλι"
μπεης γεωργιου δημητριος,"καταγγελουμ, αποχωρησατ, κεδκ, διαβασατ, διερωτωμα, τοπικ, αδιαμφισβητητ, πρωθυπουργ, ψευτικ, παρακολουθειτ, ακουσετ, ου, 1991, διακοπτετ, μητσοτακ, συνεδρι, μαι, ελθ, μιλ, ακουστ"
